smell,class,comments,coupling,changehistory,cohesion,size,complexity,production,testing
shotgun-surgery,org.apache.cxf.systest.sts.batch.SimpleBatchSTSClient,"
it is not clear how to handle the high coupling of this class.
",1,0,0,0,1,0,0
shotgun-surgery,org.apache.cxf.systest.type_test.AbstractTypeTestClient,"
the understandability of the class is compromised.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.cxf.systest.type_test.AbstractTypeTestClient2,"
lack of documentation, the code cannot be properly modified.
",0,1,0,0,0,0,0
shotgun-surgery,org.apache.cxf.systest.type_test.AbstractTypeTestClient3,"
the effort required to change things is high.
",0,1,0,0,0,0,0
shotgun-surgery,org.apache.cxf.systest.type_test.AbstractTypeTestClient4,"
many methods have problems with coupling.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.systest.ws.rm.SequenceTest,"
this class is complex.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.cxf.systest.ws.saml.SamlTokenTest,"
the number of comments is too low.
",0,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.systest.ws.saml.StaxSamlTokenTest,"
it frequently changes, maybe because of the role the class has within the project.
",0,1,0,0,0,0,0
shotgun-surgery,org.apache.cxf.systest.ws.x509.StaxX509TokenTest,"
too many external method calls.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.systest.ws.x509.X509TokenTest,"
the class has too many methods.
",0,0,0,1,0,0,0
shotgun-surgery,org.apache.cxf.tools.corba.processors.idl.IDLLexer,"
it would be better to keep the external calls under control. 
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.tools.corba.processors.idl.IDLParser,"
the scope of the class is not clear enough.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.cxf.tools.corba.processors.wsdl.WSDLParameter,"
high coupling makes things bad.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.tools.corba.processors.wsdl.WSDLToCorbaBinding,"
the code is complicated to read.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.cxf.tools.corba.processors.wsdl.WSDLToCorbaHelper,"
documentation missing and too many methods for one single class.
",0,0,0,1,0,0,0
shotgun-surgery,org.apache.cxf.tools.corba.processors.wsdl.WSDLToIDLAction,"
the methods are long and complex.
",0,0,0,1,1,0,0
shotgun-surgery,org.apache.cxf.tools.corba.processors.WSDLToCorbaBindingTest,"
I would remove some methods from this class.
",0,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.tools.corba.processors.WSDLToCorbaBindingTypeTest,"
the code is long. 
",0,0,0,1,0,0,0
shotgun-surgery,org.apache.cxf.tools.corba.processors.WSDLToIDLGenerationTest,"
long code with a lot of method calls.
",0,0,0,1,0,0,0
shotgun-surgery,org.apache.cxf.tools.java2wsdl.processor.JavaToProcessorTest,"
it is unclear whether some methods are really in the right class.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.cxf.tools.wadlto.jaxrs.SourceGenerator,"
high coupling hides maintainability.
",1,0,0,0,1,0,0
shotgun-surgery,org.apache.cxf.tools.wsdlto.databinding.jaxb.JAXBDataBinding,"
the cohesion of some methods with respect to the others is debatable.
",0,0,1,0,0,0,0
shotgun-surgery,org.apache.cxf.tools.wsdlto.frontend.jaxws.customization.CustomizationParser,"
the problem is clearly the high coupling of some methods.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.tools.wsdlto.frontend.jaxws.processor.internal.ParameterProcessor,"
it is hard to read (and also to change)
",0,1,0,0,1,0,0
shotgun-surgery,org.apache.cxf.tools.wsdlto.frontend.jaxws.processor.internal.ServiceProcessor,"
not all methods belong to the right class.
",0,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.tools.wsdlto.jaxws.CodeGenBugTest,"
the class triggers too many changes - not all hard to do, but still a lot.
",0,1,0,0,0,0,0
shotgun-surgery,org.apache.cxf.tools.wsdlto.jaxws.CodeGenTest,"
some methods should belong to different classes.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.tools.wsdlto.WSDLToJavaContainer,"
the code seems to have problems in terms of coupling.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.transport.http_jetty.JettyHTTPDestinationTest,"
of course, this is hard to touch.
",0,1,0,0,0,0,0
shotgun-surgery,org.apache.cxf.transport.http_jetty.JettyHTTPServerEngine,"
high cupling.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.transport.http.AbstractHTTPDestination,"
too many calls, missing documentation on how to maintain it.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.transport.http.HTTPConduit,"
there are methods that seem not very related to the class.
",0,0,1,0,0,0,0
shotgun-surgery,org.apache.cxf.transport.http.netty.server.NettyHttpDestinationTest,"
the code is a mess.
",0,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.transport.jms.JMSUtils,"
this should possibly be improved by relocating certain classes. 
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.ws.addressing.EndpointReferenceUtils,"
maybe the cohesion can be improved. 
",0,0,1,0,0,0,0
shotgun-surgery,org.apache.cxf.ws.addressing.impl.MAPAggregatorImpl,"
many methods have unrelated functions.
",0,0,1,0,0,0,0
shotgun-surgery,org.apache.cxf.ws.addressing.impl.MAPAggregatorTest,"
the methods use several parameters.
",0,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.ws.addressing.soap.MAPCodec,"
the lack of documentation makes hard to get the reason why some methods are in the class.
",0,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.ws.policy.PolicyEngineTest,"
the class does several things and does them by calling a number of other classes.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.ws.rm.DestinationSequenceTest,"
that's hard to modify, since every time I change it several other classes may be impacted.
",0,1,0,0,0,0,0
shotgun-surgery,org.apache.cxf.ws.rm.persistence.jdbc.RMTxStore,"
coupling too highâ?
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.ws.rm.persistence.jdbc.RMTxStoreTestBase,"
I would move methods to different locations, this would reduce the number of changes of this class.
",0,1,0,0,0,0,0
shotgun-surgery,org.apache.cxf.ws.rm.RMEndpoint,"
coupling and cohesion should be re-fixed.
",1,0,1,0,0,0,0
shotgun-surgery,org.apache.cxf.ws.rm.RMManager,"
some elements may be moved to improve cohesion.
",0,0,1,0,0,0,0
shotgun-surgery,org.apache.cxf.ws.rm.RMManagerTest,"
I don't really understand the goal of certain methods.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.cxf.ws.rm.soap.RetransmissionQueueImpl,"
perhaps, certain methods have too many calls.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.ws.rm.VersionTransformer,"
most of the methods are complex.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.cxf.ws.security.trust.AbstractSTSClient,"
the class seems not very cohesive.
",0,0,1,0,0,0,0
shotgun-surgery,org.apache.cxf.ws.security.wss4j.PolicyBasedWSS4JInInterceptor,"
a number of methods have relations with other classes.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.ws.security.wss4j.policyhandlers.AbstractBindingBuilder,"
unclear fit of methods and use of parameters.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.cxf.ws.security.wss4j.policyhandlers.AbstractStaxBindingHandler,"
many parameters are used.
",0,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.ws.security.wss4j.policyvalidators.AbstractSupportingTokenPolicyValidator,"
documentation is mostly not included.
",0,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.ws.security.wss4j.StaxRoundTripTest,"
high coupling.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.ws.security.wss4j.StaxToDOMRoundTripTest,"
lots of method calls.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.ws.security.wss4j.WSS4JInInterceptor,"
the data used by the class mostly comes from external classes, this makes it like a hub.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.wsdl.service.factory.ReflectionServiceFactoryBean,"
methods call other methods that call other methods.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.wsdl11.ServiceWSDLBuilder,"
the class is large enough to be divided. 
",0,0,0,1,0,0,0
shotgun-surgery,org.apache.cxf.wsdl11.WSDLServiceBuilder,"
maintaining this class can be hard because it is related to a number of other classes.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.wsdl11.WSDLServiceBuilderTest,"
low cohesion.
",0,0,1,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.api.security.user.GroupTest,"
the coupling of this class looks high.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.api.security.user.UserManagerSearchTest,"
many classes have relations with this class.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.aws.ext.ds.S3Backend,"
external methods are often called by this class.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.commons.AbstractNode,"
the class uses many other classes.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.commons.cnd.CompactNodeTypeDefReader,"
methods should be better collaborate to the goal of the class.
",0,0,1,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.commons.JcrUtils,"
methods are poorly cohesive.
",0,0,1,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.commons.json.JsonParserTest,"
the responsibilities of the methods are not very well understandable.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.jackrabbit.commons.query.GQL,"
code is complex.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.jackrabbit.commons.query.sql2.Parser,"
too many data requested to other classes.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.BatchedItemOperations,"
this is a kind of hub toward other classes.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.CachingHierarchyManager,"
the amount of services requested by this class is high.
",1,0,0,0,0,1,0
shotgun-surgery,org.apache.jackrabbit.core.cluster.ClusterNode,"
the methods of this class seem to use too often other classes to proceed with their job.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.config.RepositoryConfig,"
high coupling, complex code.
",1,0,0,0,1,0,0
shotgun-surgery,org.apache.jackrabbit.core.config.RepositoryConfigurationParser,"
the code is not appropriately designed and this is visible looking at how methods interact between them.
",0,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.data.CachingDataStore,"
it seems to me that the main problem of this class is the amount of data requested by other classes.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.data.db.DbDataStore,"
some methods should be moved for improving readability.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.jackrabbit.core.data.MultiDataStore,"
method calls are too many.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.data.TestCaseBase,"
coupling may be increased.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.fs.db.DatabaseFileSystem,"
the class lacks of documentation and is coupled to other classes.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.HierarchyManagerImpl,"
coupling is high.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.ItemManager,"
the class should be improved in terms of how methods call other methods.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.journal.DatabaseJournal,"
the coupling should be reduced.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.lock.LockManagerImpl,"
methods of the class use too many data from other classes.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.NodeImpl,"
yes, I notice a high coupling here. 
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.nodetype.EffectiveNodeType,"
the class is coupled to others.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.nodetype.NodeTypeRegistry,"
high coupling.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.nodetype.xml.TestAll,"
it's clear that the class makes to many calls.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.jackrabbit.core.observation.EventState,"
lack of design, the class has low cohesion and high coupling.
",1,0,1,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.observation.EventStateCollection,"
methods could have been better arranged in this class.
",0,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.persistence.bundle.AbstractBundlePersistenceManager,"
there are methods having too much to do with other classes.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.persistence.bundle.ConsistencyCheckerImpl,"
this class should be refactored, along with other classes, for a better management of methods.
",0,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.persistence.db.DatabasePersistenceManager,"
the methods are not really cohesive.
",0,0,1,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.persistence.pool.BundleDbPersistenceManager,"
the cohesion of the class is low.
",0,0,1,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.persistence.util.BundleReader,"
high coupling.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.persistence.util.NodePropBundle,"
complex code due to too many calls.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.jackrabbit.core.persistence.xml.XMLPersistenceManager,"
it seems that this is a problem of design due to high coupling.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.PropertyImpl,"
lot of methods call lot of methods. 
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.query.lucene.AbstractIndex,"
class is too much coupled with many other classes. 
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.query.lucene.CachingIndexReader,"
the coupling is particularly high in this case.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.query.lucene.ChildAxisQuery,"
some methods could do their work without requesting too many data.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.query.lucene.ConsistencyCheck,"
coupling is high and there is no documentation.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.query.lucene.IndexingConfigurationImpl,"
I'd argue that the methods are not very well arranged.
",0,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.query.lucene.LuceneQueryBuilder,"
the class' methods call too many times other methods.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.query.lucene.LuceneQueryFactory,"
the class does some external calls.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.query.lucene.MoreLikeThis,"
methods of this class have relation with other methods
",0,0,1,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.query.lucene.MultiIndex,"
the cohesion may be improved.
",0,0,1,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.query.lucene.NodeIndexer,"
there are several methods calling other classes. 
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.query.lucene.RowIteratorImpl,"
coupling is relatively high.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.query.lucene.SearchIndex,"
the placement of methods could be improved. 
",0,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.RepositoryImpl,"
the coupling of the class is high and this makes the code quite complex to understand.
",1,0,0,0,1,0,0
shotgun-surgery,org.apache.jackrabbit.core.security.authentication.AbstractLoginModule,"
in some cases, the class may be less proactive in asking resources.
",0,0,0,0,0,1,0
shotgun-surgery,org.apache.jackrabbit.core.security.authorization.AbstractWriteTest,"
the methods of the class use data from external resources.
",1,0,0,0,0,1,0
shotgun-surgery,org.apache.jackrabbit.core.security.authorization.PrivilegeRegistry,"
there is too high coupling here.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.security.user.GroupImpl,"
data are not retained in the class. 
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.security.user.UserImporter,"
some methods could be moved somewhere else. 
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.security.user.UserImporterTest,"
the cohesion of this class is low and may be improved.
",0,0,1,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.security.user.UserManagerImpl,"
it looks like some of the methods could be moved.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.security.user.UserManagerImplTest,"
different methods do different things. 
",0,0,1,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.SessionImpl,"
not fully convinced by how methods use external resources. 
",1,0,0,0,0,1,0
shotgun-surgery,org.apache.jackrabbit.core.state.NodeState,"
the code can be seen as complex.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.jackrabbit.core.state.NodeStateMergerTest,"
methods are not very much connected to each other.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.state.SessionItemStateManager,"
the readability is threatened by the many calls that the class does.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.jackrabbit.core.state.SharedItemStateManager,"
the class may reduce the number of calls it performs by moving methods to different locations.
",0,0,0,1,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.util.db.ConnectionHelper,"
there are some quality problems.
",0,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.value.InternalValue,"
the class suffers from organizational problems.
",0,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.version.InternalVersionHistoryImpl,"
high coupling.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.version.InternalVersionManagerBase,"
the class makes several calls to other classes.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.version.InternalVersionManagerImpl,"
a number of classes are called by it.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.version.InternalXAVersionManager,"
the code is complex because if you want to understand it you have to follow the calls that the class does.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.jackrabbit.core.version.NodeStateEx,"
some methods can be moved to avoid excessive coupling.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.WorkspaceImpl,"
there is a high coupling.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.core.XATest,"
the class uses too many classes.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.j2ee.RepositoryStartupServlet,"
some methods suffer from high coupling. 
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.jcr2spi.hierarchy.ChildNodeEntriesImpl,"
the operations are not made in-house.
",0,0,0,0,0,1,0
shotgun-surgery,org.apache.jackrabbit.jcr2spi.hierarchy.NodeEntryImpl,"
the class has high coupling.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.jcr2spi.lock.LockManagerImpl,"
class might be split in two. 
",0,0,0,1,0,0,0
shotgun-surgery,org.apache.jackrabbit.jcr2spi.NodeImpl,"
there are too many methods.
",0,0,0,1,0,0,0
shotgun-surgery,org.apache.jackrabbit.jcr2spi.nodetype.EffectiveNodeTypeImpl,"
some methods are not very well defined.
",0,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.jcr2spi.nodetype.NodeTypeRegistryImpl,"
too high coupling.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.jcr2spi.PropertyImpl,"
a number of problems, like missing docs, too many calls etc.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.jcr2spi.SessionImpl,"
the number of classes invoked looks high.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.jcr2spi.WorkspaceManager,"
coupling too high.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.rmi.client.ClientNode,"
the methods do not cooperate with each other but rather use external methods. 
",1,0,1,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.rmi.client.ClientSession,"
coupling looks high.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.rmi.server.ServerNode,"
there are methods performing to many calls.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.server.io.DefaultHandler,"
data are gathered by external classes.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.server.remoting.davex.JcrRemotingServlet,"
the design of some methods is not the best.
",0,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.server.remoting.davex.JsonDiffHandler,"
there are too many LOC in this class and some methods are overly complex.
",0,0,0,1,1,0,0
shotgun-surgery,org.apache.jackrabbit.spi.commons.AbstractRepositoryService,"
poorly understandable.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.jackrabbit.spi.commons.logging.RepositoryServiceLogger,"
low design quality impacts readability.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.jackrabbit.spi.commons.name.NameConstants,"
the methods of this class are not very well related to each other. 
",0,0,1,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.spi.commons.name.PathTest,"
the class could have been better designed.
",0,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.spi.commons.nodetype.NodeTypeDefDiff,"
cohesion is low.
",0,0,1,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.spi.commons.query.qom.QueryObjectModelFactoryImpl,"
the class relies too much on other classes.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.spi.commons.query.sql.JCRSQLParser,"
code duplication, missing documentation, low cohesion, high coupling.
",1,0,1,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.spi.commons.query.sql.JCRSQLParserTokenManager,"
the methods do too much.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.jackrabbit.spi.commons.query.sql.JCRSQLQueryBuilder,"
some of these methods could be split to make them less complex.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.jackrabbit.spi.commons.query.sql.QueryFormat,"
the code is sometimes overly complex. 
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.jackrabbit.spi.commons.query.xpath.XPath,"
the class makes too many calls.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.spi.commons.query.xpath.XPathQueryBuilder,"
high coupling. 
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.spi.commons.query.xpath.XPathTokenManager,"
too many classes are related to this one. 
",0,0,1,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.spi.RepositoryService,"
the class is coupled to at least 4 different classes.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.spi2dav.DavPropertyTest,"
the interaction between methods should be better formalized. 
",0,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.spi2dav.RepositoryServiceImpl,"
hard to udnerstand because of the lack of comments on how to use methods. 
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.jackrabbit.spi2davex.BatchTest,"
code is complex and seems to be affected by some form of spaghetti code. 
",0,0,1,0,1,0,0
shotgun-surgery,org.apache.jackrabbit.spi2davex.RepositoryServiceImpl,"
the class is too big and many methods should be simplified. 
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.jackrabbit.spi2jcr.RepositoryServiceImpl,"
cohesion should be improved. 
",0,0,1,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.standalone.cli.info.AbstractLsNodes,"
the coherence of the methods wrt the responsibility of the class should be explicit. 
",0,0,1,0,1,0,0
shotgun-surgery,org.apache.jackrabbit.test.AbstractJCRTest,"
there are methods that do too much.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.jackrabbit.test.api.ExportDocViewTest,"
methods are calling too much things from others.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.test.api.NodeReadMethodsTest,"
there is poor communication between the methods. 
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.test.api.NodeTest,"
high coupling, complex code.
",1,0,0,0,1,0,0
shotgun-surgery,org.apache.jackrabbit.test.api.nodetype.PredefinedNodeTypeTest,"
the coupling should be made lower.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.test.api.SerializationTest,"
too many methods calls.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.test.api.ShareableNodeTest,"
the amount of data requested from outside is worrying.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.test.api.util.Text,"
there are methods calling too much.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.test.api.util.XMLChar,"
methods are not design properly.
",0,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.test.api.version.RestoreTest,"
the code lacks of comments!
",0,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.test.api.version.simple.RestoreTest,"
too coupled with the system. 
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.test.api.version.VersionHistoryTest,"
class is not cohesive, the coupling seems high.
",1,0,1,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.test.api.version.VersionTest,"
there are several classes that participate to the activities of this one. 
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.test.XMLChar,"
the class looks not very well designed.
",0,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.util.Text,"
class does too much.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.jackrabbit.util.XMLChar,"
some splitting may be done to increase connectivity.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.webdav.jcr.AbstractResource,"
I'd say that the methods may be better organized.
",0,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.webdav.jcr.DefaultItemCollection,"
the cohesion of the class may be improved.
",0,0,1,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.webdav.jcr.transaction.TxLockManagerImpl,"
among the top issues, I see complexity and repetitiveness of the code.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.jackrabbit.webdav.jcr.VersionControlledItemCollection,"
a number of methods call too many methods coming from other classes.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.webdav.server.AbstractWebdavServlet,"
not very well designed, the number of external calls is too high. 
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.webdav.simple.DavResourceImpl,"
the code may be simplified.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.jackrabbit.webdav.WebdavRequestImpl,"
high coupling.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.jackrabbit.webdav.xml.DomUtil,"
there are some methods that are too complex to understand.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.lucene.index.TieredMergePolicy,"
some methods do too many calls.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.mahout.cf.taste.hadoop.item.RecommenderJobTest,"
the complexity of this class is basically due to the high number of calls it performs.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.mahout.cf.taste.impl.common.FastByIDMap,"
this class has a high coupling.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.mahout.cf.taste.impl.common.FastMap,"
many classes participate to the functionalities of this class.
",1,0,0,0,0,1,0
shotgun-surgery,org.apache.mahout.cf.taste.impl.model.file.FileDataModel,"
there is an excessive amount of method calls.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.mahout.cf.taste.impl.model.jdbc.AbstractJDBCDataModel,"
the class appears to be tight to other classes.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.mahout.cf.taste.impl.model.mongodb.MongoDBDataModel,"
there is an inappropriate number of calls.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.mahout.math.AbstractMatrix,"
the code is made complex by the many method calls it does.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.mahout.math.AbstractVector,"
lack of documentation, code is hard to understand.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.mahout.math.Arrays,"
several methods do too many calls.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.mahout.math.function.Functions,"
too many calls.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.mahout.math.list.Abstract$,"
the class contains methods with high coupling and with complex code.
",1,0,0,0,1,0,0
shotgun-surgery,org.apache.mahout.math.Sorting,"
too high coupling.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.mahout.math.VectorTest,"
the number of methods doing calls is high. 
",1,0,0,0,0,0,0
